14:08:42	CPU	%user	nice	%system	%iowait	%steal	%idle
14:13:49	all	2,77	0,00	2,40	0,38	0,00	94,45
14:13:50	all	5,16	0,00	3,40	0,00	0,00	91,45
14:13:51	all	3,80	0,00	2,03	0,00	0,00	94,17
14:13:52	all	5,68	0,00	3,41	0,00	0,00	90,91
14:13:53	all	6,18	0,00	2,02	0,13	0,00	91,68
14:13:54	all	6,05	0,00	3,03	0,38	0,00	90,54
14:13:55	all	4,07	0,00	2,80	0,13	0,00	93,01
14:13:56	all	5,08	0,00	2,41	0,00	0,00	92,51
14:13:57	all	5,30	0,00	3,78	0,00	0,00	90,92
14:13:58	all	7,30	0,00	1,13	0,13	0,00	91,45
14:13:59	all	6,31	0,00	4,41	0,50	0,00	88,78
14:14:00	all	3,81	0,00	1,27	0,13	0,00	94,80
14:14:01	all	5,45	0,00	3,93	0,00	0,00	90,62
14:14:02	all	3,16	0,00	2,02	0,00	0,00	94,82
14:14:03	all	5,18	0,00	2,65	0,00	0,00	92,16
14:14:04	all	2,04	0,00	1,79	0,38	0,00	95,79
14:14:05	all	4,43	0,00	3,04	0,00	0,00	92,53
14:14:06	all	2,28	0,00	2,41	0,13	0,00	95,19
14:14:07	all	3,92	0,00	2,66	0,00	0,00	93,42
14:14:08	all	4,30	0,00	3,04	0,00	0,00	92,66
14:14:09	all	3,03	0,00	2,02	0,25	0,00	94,70
14:14:10	all	5,06	0,00	2,53	0,13	0,00	92,28
14:14:11	all	3,41	0,00	1,77	0,00	0,00	94,82
14:14:12	all	4,92	0,00	2,90	0,00	0,00	92,17
14:14:13	all	3,29	0,00	1,77	0,13	0,00	94,81
14:14:14	all	5,63	0,00	3,00	0,38	0,00	90,99
14:14:15	all	3,25	0,00	3,00	0,00	0,00	93,74
14:14:16	all	4,41	0,00	2,27	0,00	0,00	93,32
14:14:17	all	3,81	0,00	2,79	0,13	0,00	93,27
14:14:18	all	3,17	0,00	1,65	0,00	0,00	95,18
14:14:19	all	4,90	0,00	3,27	0,25	0,00	91,58
14:14:20	all	3,68	0,00	1,14	0,00	0,00	95,17
14:14:21	all	4,43	0,00	3,04	0,00	0,00	92,53
14:14:22	all	2,43	0,00	1,40	0,00	0,00	96,17
14:14:23	all	5,32	0,00	2,91	0,00	0,00	91,77
14:14:24	all	3,16	0,00	2,53	0,25	0,00	94,05
14:14:25	all	4,04	0,00	2,27	0,13	0,00	93,56
14:14:26	all	5,90	0,00	3,51	0,00	0,00	90,59
14:14:27	all	3,04	0,00	2,28	0,00	0,00	94,68
14:14:28	all	5,20	0,00	2,92	0,00	0,00	91,88
14:14:29	all	2,93	0,00	1,53	0,38	0,00	95,17
14:14:30	all	4,20	0,00	2,68	0,00	0,00	93,12
14:14:31	all	2,53	0,00	2,15	0,00	0,00	95,32
14:14:32	all	4,28	0,00	3,14	0,00	0,00	92,58
14:14:33	all	3,04	0,00	2,92	0,13	0,00	93,92
14:14:34	all	4,43	0,00	1,90	0,38	0,00	93,29
14:14:35	all	4,58	0,00	2,67	0,00	0,00	92,75
14:14:36	all	2,91	0,00	2,15	0,00	0,00	94,94
14:14:37	all	5,44	0,00	2,40	0,13	0,00	92,04
14:14:38	all	3,67	0,00	1,77	0,00	0,00	94,56
14:14:39	all	4,33	0,00	2,80	0,38	0,00	92,49
14:14:40	all	3,04	0,00	1,90	0,00	0,00	95,06
14:14:41	all	4,82	0,00	2,54	0,13	0,00	92,51
14:14:42	all	3,05	0,00	2,92	0,00	0,00	94,04
14:14:43	all	4,59	0,00	1,15	0,00	0,00	94,27
14:14:44	all	4,93	0,00	3,16	0,38	0,00	91,53
14:14:45	all	3,29	0,00	1,77	0,00	0,00	94,94
14:14:46	all	4,66	0,00	3,40	0,00	0,00	91,94
14:14:47	all	2,67	0,00	1,91	0,00	0,00	95,43
14:14:48	all	5,05	0,00	2,53	0,00	0,00	92,42
14:14:49	all	2,66	0,00	2,03	0,38	0,00	94,94
14:14:50	all	4,45	0,00	2,80	0,00	0,00	92,76
14:14:51	all	3,40	0,00	2,77	0,13	0,00	93,69
14:14:52	all	4,44	0,00	1,90	0,00	0,00	93,66
14:14:53	all	6,05	0,00	2,27	0,00	0,00	91,68
14:14:54	all	3,06	0,00	1,53	0,13	0,00	95,29
14:14:55	all	4,44	0,00	3,17	0,00	0,00	92,40
14:14:56	all	3,64	0,00	2,01	0,00	0,00	94,35
14:14:57	all	4,94	0,00	2,53	0,00	0,00	92,53
14:14:58	all	3,77	0,00	2,14	0,13	0,00	93,96
14:14:59	all	6,29	0,00	2,89	0,38	0,00	90,44
14:15:00	all	3,81	0,00	2,29	0,00	0,00	93,90
14:15:01	all	4,67	0,00	2,27	0,00	0,00	93,06
14:15:02	all	4,44	0,00	3,30	0,00	0,00	92,27
14:15:03	all	3,05	0,00	1,78	0,13	0,00	95,05
14:15:04	all	4,69	0,00	2,79	0,38	0,00	92,14
14:15:05	all	3,16	0,00	1,90	0,00	0,00	94,94
14:15:06	all	4,19	0,00	3,05	0,00	0,00	92,77
14:15:07	all	3,52	0,00	2,14	0,00	0,00	94,35
14:15:08	all	4,70	0,00	2,79	0,13	0,00	92,39
14:15:09	all	3,16	0,00	2,41	0,25	0,00	94,18
14:15:10	all	5,14	0,00	2,13	0,00	0,00	92,72
14:15:11	all	5,05	0,00	2,90	0,00	0,00	92,05
14:15:12	all	2,79	0,00	1,77	0,13	0,00	95,31
14:15:13	all	4,92	0,00	3,03	0,00	0,00	92,05
14:15:14	all	3,03	0,00	2,02	0,38	0,00	94,56
14:15:15	all	4,79	0,00	3,02	0,00	0,00	92,19
14:15:16	all	2,54	0,00	2,16	0,00	0,00	95,30
14:15:17	all	5,41	0,00	3,14	0,00	0,00	91,45
14:15:18	all	3,41	0,00	2,91	0,13	0,00	93,55
14:15:19	all	4,55	0,00	2,02	0,25	0,00	93,17
14:15:20	all	4,30	0,00	2,78	0,13	0,00	92,79
14:15:21	all	3,03	0,00	2,15	0,00	0,00	94,82
14:15:22	all	5,55	0,00	3,40	0,00	0,00	91,05
14:15:23	all	2,42	0,00	2,17	0,00	0,00	95,41
14:15:24	all	4,93	0,00	2,65	0,38	0,00	92,04
14:15:25	all	2,79	0,00	1,65	0,13	0,00	95,43
14:15:26	all	4,20	0,00	2,68	0,00	0,00	93,12
14:15:27	all	2,92	0,00	2,79	0,13	0,00	94,16
14:15:28	all	4,55	0,00	2,28	0,00	0,00	93,17
14:15:29	all	4,04	0,00	3,41	0,25	0,00	92,30
14:15:30	all	2,66	0,00	1,90	0,00	0,00	95,44
14:15:31	all	4,46	0,00	2,30	0,00	0,00	93,24
14:15:32	all	2,54	0,00	1,78	0,00	0,00	95,67
14:15:33	all	4,92	0,00	2,65	0,13	0,00	92,30
14:15:34	all	3,39	0,00	2,26	0,13	0,00	94,23
14:15:35	all	4,41	0,00	3,28	0,25	0,00	92,06
14:15:36	all	2,79	0,00	2,79	0,00	0,00	94,42
14:15:37	all	4,31	0,00	1,77	0,00	0,00	93,92
14:15:38	all	4,91	0,00	3,14	0,00	0,00	91,95
14:15:39	all	2,78	0,00	2,15	0,25	0,00	94,82
14:15:40	all	5,08	0,00	2,28	0,13	0,00	92,51
14:15:41	all	3,29	0,00	1,52	0,13	0,00	95,07
14:15:42	all	4,81	0,00	2,66	0,00	0,00	92,53
14:15:43	all	3,03	0,00	2,27	0,00	0,00	94,70
14:15:44	all	4,05	0,00	3,29	0,13	0,00	92,54
14:15:45	all	2,65	0,00	3,03	0,13	0,00	94,19
14:15:46	all	3,68	0,00	1,52	0,00	0,00	94,79
14:15:47	all	4,80	0,00	2,65	0,13	0,00	92,42
14:15:48	all	3,29	0,00	2,02	0,00	0,00	94,69
14:15:49	all	4,81	0,00	2,91	0,13	0,00	92,15
14:15:50	all	2,05	0,00	1,54	0,26	0,00	96,16
14:15:51	all	5,31	0,00	2,65	0,00	0,00	92,04
14:15:52	all	2,53	0,00	2,03	0,00	0,00	95,44
14:15:53	all	4,56	0,00	2,78	0,00	0,00	92,66
14:15:54	all	3,51	0,00	3,39	0,13	0,00	92,97
14:15:55	all	4,40	0,00	1,64	0,25	0,00	93,71
14:15:56	all	4,55	0,00	2,90	0,00	0,00	92,55
14:15:57	all	3,16	0,00	1,65	0,13	0,00	95,06
14:15:58	all	4,57	0,00	3,17	0,00	0,00	92,26
14:15:59	all	3,53	0,00	2,27	0,13	0,00	94,07
14:16:00	all	4,71	0,00	2,80	0,13	0,00	92,37
14:16:01	all	2,42	0,00	1,28	0,13	0,00	96,17
14:16:02	all	4,78	0,00	2,77	0,00	0,00	92,45
14:16:03	all	3,30	0,00	3,17	0,00	0,00	93,54
14:16:04	all	3,92	0,00	1,64	0,13	0,00	94,31
14:16:05	all	5,33	0,00	2,28	0,13	0,00	92,26
14:16:06	all	2,92	0,00	1,52	0,00	0,00	95,55
14:16:07	all	5,04	0,00	3,02	0,13	0,00	91,81
14:16:08	all	3,03	0,00	2,53	0,13	0,00	94,32
14:16:09	all	4,80	0,00	2,91	0,00	0,00	92,29
14:16:10	all	2,16	0,00	1,91	0,51	0,00	95,42
14:16:11	all	4,70	0,00	2,16	0,00	0,00	93,15
14:16:12	all	3,41	0,00	3,16	0,00	0,00	93,43
14:16:13	all	3,93	0,00	1,65	0,00	0,00	94,42
14:16:14	all	4,81	0,00	2,78	0,00	0,00	92,41
14:16:15	all	3,27	0,00	2,51	0,38	0,00	93,84
14:16:16	all	5,05	0,00	2,90	0,00	0,00	92,05
14:16:17	all	4,66	0,00	1,76	0,00	0,00	93,58
14:16:18	all	4,91	0,00	3,40	0,00	0,00	91,70
14:16:19	all	3,43	0,00	1,14	0,13	0,00	95,30
14:16:20	all	5,18	0,00	2,65	0,13	0,00	92,05
14:16:21	all	3,04	0,00	2,79	0,00	0,00	94,17
14:16:22	all	4,17	0,00	1,77	0,13	0,00	93,94
14:16:23	all	4,71	0,00	2,67	0,00	0,00	92,62
14:16:24	all	3,03	0,00	2,15	0,00	0,00	94,82
14:16:25	all	5,30	0,00	2,78	0,13	0,00	91,79
14:16:26	all	2,92	0,00	1,77	0,13	0,00	95,18
14:16:27	all	4,18	0,00	2,66	0,00	0,00	93,16
14:16:28	all	2,66	0,00	2,16	0,00	0,00	95,18
14:16:29	all	4,18	0,00	3,30	0,00	0,00	92,52
14:16:30	all	3,43	0,00	3,05	0,25	0,00	93,27
14:16:31	all	4,04	0,00	1,89	0,00	0,00	94,07
14:16:32	all	4,92	0,00	2,90	0,13	0,00	92,05
14:16:33	all	3,28	0,00	2,27	0,00	0,00	94,45
14:16:34	all	4,30	0,00	3,16	0,13	0,00	92,41
14:16:35	all	2,55	0,00	1,66	0,25	0,00	95,54
14:16:36	all	4,06	0,00	2,79	0,00	0,00	93,16
14:16:37	all	2,54	0,00	1,78	0,00	0,00	95,68
14:16:38	all	4,93	0,00	2,78	0,13	0,00	92,16
14:16:39	all	3,89	0,00	3,26	0,00	0,00	92,85
14:16:40	all	4,06	0,00	1,65	0,25	0,00	94,04
14:16:41	all	4,30	0,00	3,04	0,00	0,00	92,66
14:16:42	all	2,78	0,00	2,15	0,00	0,00	95,06
14:16:43	all	4,44	0,00	3,04	0,00	0,00	92,52
14:16:44	all	2,55	0,00	1,40	0,13	0,00	95,92
14:16:45	all	4,70	0,00	2,54	0,25	0,00	92,50
14:16:46	all	2,54	0,00	1,65	0,13	0,00	95,69
14:16:47	all	4,32	0,00	2,80	0,00	0,00	92,88
14:16:48	all	3,32	0,00	2,68	0,00	0,00	94,00
14:16:49	all	4,30	0,00	1,65	0,00	0,00	94,05
14:16:50	all	4,79	0,00	2,90	0,38	0,00	91,94
14:16:51	all	3,04	0,00	1,77	0,00	0,00	95,19
14:16:52	all	5,05	0,00	2,40	0,00	0,00	92,55
14:16:53	all	2,66	0,00	2,03	0,00	0,00	95,30
14:16:54	all	5,04	0,00	2,77	0,13	0,00	92,07
14:16:55	all	2,92	0,00	1,78	0,25	0,00	95,04
14:16:56	all	4,19	0,00	3,05	0,00	0,00	92,77
14:16:57	all	3,31	0,00	2,42	0,00	0,00	94,27
14:16:58	all	3,93	0,00	1,90	0,00	0,00	94,17
14:16:59	all	5,46	0,00	2,29	0,00	0,00	92,25
14:17:00	all	2,68	0,00	1,53	0,51	0,00	95,28
14:17:01	all	5,06	0,00	2,65	0,00	0,00	92,29
14:17:02	all	2,28	0,00	2,28	0,00	0,00	95,44
14:17:03	all	4,69	0,00	2,79	0,00	0,00	92,52
14:17:04	all	3,38	0,00	2,38	0,00	0,00	94,24
14:17:05	all	4,06	0,00	3,04	0,51	0,00	92,40
14:17:06	all	3,78	0,00	3,15	0,00	0,00	93,07
14:17:07	all	3,80	0,00	1,65	0,00	0,00	94,55
14:17:08	all	5,42	0,00	2,52	0,00	0,00	92,06
14:17:09	all	2,68	0,00	1,66	0,00	0,00	95,67
14:17:10	all	4,96	0,00	2,16	0,38	0,00	92,50
14:17:11	all	4,19	0,00	1,52	0,13	0,00	94,16
14:17:12	all	4,89	0,00	3,39	0,00	0,00	91,72
14:17:13	all	3,17	0,00	1,77	0,13	0,00	94,93
14:17:14	all	4,54	0,00	3,15	0,00	0,00	92,31
14:17:15	all	3,67	0,00	2,66	0,13	0,00	93,54
14:17:16	all	3,68	0,00	1,40	0,00	0,00	94,92
14:17:17	all	4,67	0,00	3,03	0,00	0,00	92,30
14:17:18	all	3,17	0,00	1,90	0,13	0,00	94,80
14:17:19	all	5,04	0,00	3,03	0,00	0,00	91,93
14:17:20	all	3,17	0,00	1,90	0,13	0,00	94,80
14:17:21	all	4,67	0,00	3,16	0,13	0,00	92,05
14:17:22	all	3,14	0,00	2,63	0,00	0,00	94,23
14:17:23	all	4,80	0,00	2,78	0,00	0,00	92,41
14:17:24	all	3,44	0,00	2,17	0,00	0,00	94,39
14:17:25	all	3,42	0,00	1,39	0,25	0,00	94,93
14:17:26	all	4,85	0,00	2,04	0,00	0,00	93,11
14:17:27	all	2,41	0,00	1,91	0,13	0,00	95,55
14:17:28	all	5,07	0,00	2,79	0,00	0,00	92,14
14:17:29	all	2,42	0,00	1,79	0,00	0,00	95,79
14:17:30	all	5,11	0,00	3,49	0,25	0,00	91,15
14:17:31	all	3,03	0,00	2,14	0,00	0,00	94,83
14:17:32	all	4,31	0,00	2,53	0,00	0,00	93,16
14:17:33	all	4,29	0,00	2,77	0,13	0,00	92,81
14:17:34	all	4,52	0,00	1,51	0,00	0,00	93,98
14:17:35	all	4,80	0,00	2,90	0,38	0,00	91,92
14:17:36	all	2,78	0,00	2,03	0,00	0,00	95,19
14:17:37	all	4,83	0,00	2,16	0,00	0,00	93,00
14:17:38	all	2,30	0,00	1,79	0,13	0,00	95,79
14:17:39	all	4,08	0,00	2,93	0,00	0,00	92,99
14:17:40	all	2,18	0,00	1,79	0,38	0,00	95,65
14:17:41	all	4,06	0,00	2,53	0,00	0,00	93,41
14:17:42	all	3,93	0,00	2,79	0,00	0,00	93,28
14:17:43	all	3,55	0,00	1,78	0,00	0,00	94,67
14:17:44	all	4,83	0,00	2,54	0,00	0,00	92,63
14:17:45	all	3,16	0,00	1,65	0,38	0,00	94,81
14:17:46	all	5,32	0,00	2,41	0,00	0,00	92,28
14:17:47	all	2,80	0,00	1,53	0,00	0,00	95,67
14:17:48	all	4,80	0,00	2,65	0,00	0,00	92,54
14:17:49	all	2,67	0,00	1,65	0,00	0,00	95,67
14:17:50	all	3,93	0,00	2,54	0,38	0,00	93,15
14:17:51	all	4,06	0,00	2,92	0,00	0,00	93,02
14:17:52	all	4,05	0,00	1,39	0,00	0,00	94,56
14:17:53	all	5,67	0,00	2,77	0,00	0,00	91,56
14:17:54	all	3,42	0,00	1,77	0,13	0,00	94,68
14:17:55	all	4,94	0,00	2,66	0,25	0,00	92,14
14:17:56	all	2,80	0,00	1,53	0,00	0,00	95,67
14:17:57	all	4,30	0,00	2,66	0,00	0,00	93,04
14:17:58	all	2,78	0,00	2,65	0,13	0,00	94,44
14:17:59	all	4,53	0,00	2,90	0,00	0,00	92,57
14:18:00	all	4,05	0,00	3,29	0,25	0,00	92,41
14:18:01	all	3,18	0,00	1,78	0,00	0,00	95,04
14:18:02	all	4,92	0,00	2,65	0,13	0,00	92,30
14:18:03	all	4,42	0,00	2,02	0,13	0,00	93,43
14:18:04	all	4,69	0,00	2,79	0,00	0,00	92,52
14:18:05	all	2,55	0,00	1,53	0,25	0,00	95,67
14:18:06	all	4,79	0,00	2,65	0,00	0,00	92,56
14:18:07	all	3,16	0,00	2,02	0,00	0,00	94,82
14:18:08	all	4,56	0,00	2,53	0,13	0,00	92,78
14:18:09	all	3,18	0,00	3,06	0,13	0,00	93,63
14:18:10	all	3,28	0,00	2,27	0,25	0,00	94,19
14:18:11	all	5,18	0,00	3,03	0,00	0,00	91,79
14:18:12	all	3,16	0,00	1,77	0,13	0,00	94,94
14:18:13	all	4,30	0,00	2,78	0,00	0,00	92,91
14:18:14	all	2,54	0,00	2,03	0,00	0,00	95,43
14:18:15	all	4,80	0,00	2,78	0,38	0,00	92,05
14:18:16	all	2,17	0,00	2,17	0,13	0,00	95,54
14:18:17	all	4,93	0,00	2,28	0,00	0,00	92,79
14:18:18	all	3,92	0,00	3,41	0,00	0,00	92,67
14:18:19	all	4,02	0,00	2,13	0,00	0,00	93,85
14:18:20	all	5,18	0,00	2,65	0,38	0,00	91,78
14:18:21	all	3,78	0,00	2,02	0,00	0,00	94,21
14:18:22	all	5,20	0,00	2,15	0,00	0,00	92,65
14:18:23	all	3,03	0,00	2,27	0,00	0,00	94,70
14:18:24	all	5,79	0,00	2,77	0,00	0,00	91,45
14:18:25	all	2,78	0,00	2,90	0,25	0,00	94,07
14:18:26	all	4,54	0,00	2,65	0,00	0,00	92,81
14:18:27	all	4,16	0,00	3,40	0,00	0,00	92,44
14:18:28	all	3,31	0,00	1,65	0,13	0,00	94,91
14:18:29	all	4,65	0,00	3,39	0,00	0,00	91,96
14:18:30	all	3,04	0,00	1,90	0,38	0,00	94,68
14:18:31	all	4,94	0,00	3,04	0,00	0,00	92,03
14:18:32	all	2,92	0,00	1,77	0,00	0,00	95,31
14:18:33	all	4,18	0,00	3,42	0,00	0,00	92,40
14:18:34	all	2,29	0,00	2,17	0,00	0,00	95,54
14:18:35	all	4,55	0,00	2,65	0,38	0,00	92,42
14:18:36	all	3,81	0,00	2,79	0,00	0,00	93,40
14:18:37	all	3,76	0,00	2,26	0,13	0,00	93,86
14:18:38	all	4,43	0,00	3,04	0,00	0,00	92,53
14:18:39	all	2,90	0,00	2,27	0,00	0,00	94,82
14:18:40	all	5,15	0,00	2,89	0,38	0,00	91,58
14:18:41	all	2,41	0,00	1,91	0,00	0,00	95,68
14:18:42	all	4,69	0,00	2,53	0,00	0,00	92,78
14:18:43	all	2,80	0,00	2,16	0,00	0,00	95,04
14:18:44	all	4,67	0,00	2,52	0,00	0,00	92,81
14:18:45	all	3,29	0,00	3,42	0,38	0,00	92,91
14:18:46	all	3,05	0,00	1,65	0,00	0,00	95,30
14:18:47	all	4,06	0,00	2,92	0,00	0,00	93,02
14:18:48	all	3,30	0,00	1,65	0,13	0,00	94,93
14:18:49	all	4,33	0,00	3,18	0,00	0,00	92,49
14:18:50	all	2,79	0,00	1,77	0,38	0,00	95,06
14:18:51	all	4,55	0,00	3,16	0,00	0,00	92,29
14:18:52	all	2,30	0,00	1,66	0,00	0,00	96,04
14:18:53	all	4,53	0,00	3,02	0,13	0,00	92,33
14:18:54	all	2,92	0,00	3,05	0,00	0,00	94,03
14:18:55	all	4,43	0,00	1,65	0,25	0,00	93,67
14:18:56	all	4,08	0,00	2,80	0,00	0,00	93,12
