14:08:42	CPU	%user	nice	%system	%iowait	%steal	%idle
14:18:57	all	2,92	0,00	1,90	0,00	0,00	95,18
14:18:58	all	5,44	0,00	3,04	0,00	0,00	91,52
14:18:59	all	3,32	0,00	1,92	0,13	0,00	94,64
14:19:00	all	5,18	0,00	2,90	0,13	0,00	91,79
14:19:01	all	3,41	0,00	1,77	0,25	0,00	94,56
14:19:02	all	4,54	0,00	2,40	0,00	0,00	93,06
14:19:03	all	4,17	0,00	2,91	0,00	0,00	92,92
14:19:04	all	3,41	0,00	1,64	0,00	0,00	94,95
14:19:05	all	4,56	0,00	2,79	0,38	0,00	92,27
14:19:06	all	2,92	0,00	1,65	0,00	0,00	95,43
14:19:07	all	4,45	0,00	2,54	0,13	0,00	92,88
14:19:08	all	3,17	0,00	1,90	0,00	0,00	94,93
14:19:09	all	4,20	0,00	2,54	0,13	0,00	93,13
14:19:10	all	2,28	0,00	2,78	0,38	0,00	94,56
14:19:11	all	4,08	0,00	1,66	0,00	0,00	94,26
14:19:12	all	4,06	0,00	2,53	0,00	0,00	93,41
14:19:13	all	3,54	0,00	1,65	0,00	0,00	94,81
14:19:14	all	3,81	0,00	2,80	0,13	0,00	93,27
14:19:15	all	2,52	0,00	2,64	0,13	0,00	94,71
14:19:16	all	5,18	0,00	2,65	0,00	0,00	92,16
14:19:17	all	2,91	0,00	2,03	0,00	0,00	95,06
14:19:18	all	4,80	0,00	2,65	0,13	0,00	92,42
14:19:19	all	3,05	0,00	2,28	0,00	0,00	94,67
14:19:20	all	3,94	0,00	1,65	0,25	0,00	94,15
14:19:21	all	4,41	0,00	3,40	0,00	0,00	92,19
14:19:22	all	2,90	0,00	2,02	0,13	0,00	94,96
14:19:23	all	4,80	0,00	3,16	0,00	0,00	92,05
14:19:24	all	2,66	0,00	1,90	0,13	0,00	95,30
14:19:25	all	4,70	0,00	2,92	0,25	0,00	92,13
14:19:26	all	2,78	0,00	1,77	0,13	0,00	95,32
14:19:27	all	4,31	0,00	2,92	0,00	0,00	92,77
14:19:28	all	2,92	0,00	2,54	0,00	0,00	94,54
14:19:29	all	4,42	0,00	2,27	0,00	0,00	93,31
14:19:30	all	4,45	0,00	2,54	0,25	0,00	92,76
14:19:31	all	3,16	0,00	1,64	0,00	0,00	95,20
14:19:32	all	4,91	0,00	3,02	0,13	0,00	91,94
14:19:33	all	2,78	0,00	2,41	0,00	0,00	94,81
14:19:34	all	5,38	0,00	3,62	0,12	0,00	90,88
14:19:35	all	3,54	0,00	1,77	0,25	0,00	94,44
14:19:36	all	4,68	0,00	2,40	0,00	0,00	92,92
14:19:37	all	2,54	0,00	2,54	0,00	0,00	94,91
14:19:38	all	4,44	0,00	2,15	0,13	0,00	93,28
14:19:39	all	4,17	0,00	3,29	0,00	0,00	92,54
14:19:40	all	3,03	0,00	1,90	0,38	0,00	94,69
14:19:41	all	5,27	0,00	3,01	0,00	0,00	91,72
14:19:42	all	2,55	0,00	1,79	0,00	0,00	95,66
14:19:43	all	4,55	0,00	3,16	0,00	0,00	92,30
14:19:44	all	2,77	0,00	2,64	0,13	0,00	94,47
14:19:45	all	5,16	0,00	3,14	0,25	0,00	91,45
14:19:46	all	4,68	0,00	2,28	0,13	0,00	92,91
14:19:47	all	4,57	0,00	1,91	0,00	0,00	93,52
14:19:48	all	4,32	0,00	2,67	0,13	0,00	92,88
14:19:49	all	2,91	0,00	2,02	0,00	0,00	95,07
14:19:50	all	4,45	0,00	2,67	0,25	0,00	92,62
14:19:51	all	3,06	0,00	1,91	1,15	0,00	93,88
14:19:52	all	5,28	0,00	3,02	2,52	0,00	89,18
14:19:53	all	2,30	0,00	1,79	0,00	0,00	95,92
14:19:54	all	4,70	0,00	2,54	0,00	0,00	92,77
14:19:55	all	3,68	0,00	1,65	0,25	0,00	94,41
14:19:56	all	4,18	0,00	2,28	0,00	0,00	93,54
14:19:57	all	4,92	0,00	2,65	0,13	0,00	92,31
14:19:58	all	3,64	0,00	2,63	0,00	0,00	93,73
14:19:59	all	3,92	0,00	3,54	0,00	0,00	92,53
14:20:00	all	3,05	0,00	1,78	0,25	0,00	94,92
14:20:01	all	4,67	0,00	3,15	0,00	0,00	92,18
14:20:02	all	2,93	0,00	1,40	0,00	0,00	95,67
14:20:03	all	4,55	0,00	3,03	0,13	0,00	92,29
14:20:04	all	3,04	0,00	2,41	0,00	0,00	94,56
14:20:05	all	4,06	0,00	2,41	0,38	0,00	93,16
14:20:06	all	4,55	0,00	3,03	0,00	0,00	92,41
14:20:07	all	2,92	0,00	1,77	0,13	0,00	95,18
14:20:08	all	4,91	0,00	2,89	0,00	0,00	92,20
14:20:09	all	2,54	0,00	1,90	0,13	0,00	95,43
14:20:10	all	4,44	0,00	2,66	0,25	0,00	92,64
14:20:11	all	3,16	0,00	1,65	0,13	0,00	95,06
14:20:12	all	4,79	0,00	3,27	0,00	0,00	91,94
14:20:13	all	3,66	0,00	2,52	0,00	0,00	93,82
14:20:14	all	3,44	0,00	2,29	0,00	0,00	94,27
14:20:15	all	4,17	0,00	3,03	0,38	0,00	92,41
14:20:16	all	2,80	0,00	1,53	0,00	0,00	95,67
14:20:17	all	4,91	0,00	2,52	0,13	0,00	92,44
14:20:18	all	3,54	0,00	2,02	0,00	0,00	94,44
14:20:19	all	4,33	0,00	2,67	0,00	0,00	93,00
14:20:20	all	2,41	0,00	1,65	0,38	0,00	95,55
14:20:21	all	4,81	0,00	2,66	0,00	0,00	92,53
14:20:22	all	3,04	0,00	2,53	0,00	0,00	94,43
14:20:23	all	4,43	0,00	2,03	0,13	0,00	93,42
14:20:24	all	4,32	0,00	2,29	0,00	0,00	93,39
14:20:25	all	3,16	0,00	1,52	0,13	0,00	95,20
14:20:26	all	3,96	0,00	2,81	0,00	0,00	93,23
14:20:27	all	2,53	0,00	2,28	0,00	0,00	95,20
14:20:28	all	4,79	0,00	3,15	0,13	0,00	91,93
14:20:29	all	2,41	0,00	2,28	0,00	0,00	95,32
14:20:30	all	4,80	0,00	3,03	0,25	0,00	91,92
14:20:31	all	2,91	0,00	2,28	0,13	0,00	94,68
14:20:32	all	4,19	0,00	1,78	0,00	0,00	94,03
14:20:33	all	4,68	0,00	2,66	0,00	0,00	92,66
14:20:34	all	3,04	0,00	1,65	0,00	0,00	95,32
14:20:35	all	5,89	0,00	3,76	0,38	0,00	89,97
14:20:36	all	3,03	0,00	2,15	0,00	0,00	94,82
14:20:37	all	5,55	0,00	2,77	0,00	0,00	91,68
14:20:38	all	3,18	0,00	1,91	0,00	0,00	94,92
14:20:39	all	3,94	0,00	2,67	0,00	0,00	93,38
14:20:40	all	2,78	0,00	2,53	0,38	0,00	94,31
14:20:41	all	3,56	0,00	2,04	0,00	0,00	94,40
14:20:42	all	4,92	0,00	2,65	0,00	0,00	92,43
14:20:43	all	3,03	0,00	2,27	0,00	0,00	94,70
14:20:44	all	4,45	0,00	2,92	0,00	0,00	92,63
14:20:45	all	2,90	0,00	2,14	0,25	0,00	94,70
14:20:46	all	4,31	0,00	2,92	0,00	0,00	92,77
14:20:47	all	2,66	0,00	1,52	0,00	0,00	95,81
14:20:48	all	4,90	0,00	3,14	0,13	0,00	91,83
14:20:49	all	2,92	0,00	2,28	0,00	0,00	94,80
14:20:50	all	3,42	0,00	2,41	0,38	0,00	93,80
14:20:51	all	5,20	0,00	2,28	0,00	0,00	92,52
14:20:52	all	2,30	0,00	1,40	0,00	0,00	96,30
14:20:53	all	5,82	0,00	2,28	0,00	0,00	91,91
14:20:54	all	2,78	0,00	2,15	0,13	0,00	94,95
14:20:55	all	4,44	0,00	3,04	0,38	0,00	92,14
14:20:56	all	2,42	0,00	1,91	0,00	0,00	95,67
14:20:57	all	4,18	0,00	2,92	0,00	0,00	92,90
14:20:58	all	2,91	0,00	3,04	0,13	0,00	93,92
14:20:59	all	4,56	0,00	1,90	0,00	0,00	93,54
14:21:00	all	5,91	0,00	3,02	0,13	0,00	90,94
14:21:01	all	2,92	0,00	2,03	0,00	0,00	95,06
14:21:02	all	4,55	0,00	3,28	0,13	0,00	92,05
14:21:03	all	3,80	0,00	1,65	0,00	0,00	94,56
14:21:04	all	5,06	0,00	2,91	0,00	0,00	92,04
14:21:05	all	3,40	0,00	1,76	0,38	0,00	94,47
14:21:06	all	4,05	0,00	3,04	0,00	0,00	92,91
14:21:07	all	2,78	0,00	2,66	0,00	0,00	94,56
14:21:08	all	4,08	0,00	1,78	0,13	0,00	94,01
14:21:09	all	4,69	0,00	2,53	0,00	0,00	92,78
14:21:10	all	2,55	0,00	1,40	0,38	0,00	95,66
14:21:11	all	5,06	0,00	2,65	0,00	0,00	92,29
14:21:12	all	2,66	0,00	2,15	0,13	0,00	95,06
14:21:13	all	4,55	0,00	3,16	0,00	0,00	92,30
14:21:14	all	2,43	0,00	1,40	0,00	0,00	96,17
14:21:15	all	4,87	0,00	3,37	0,25	0,00	91,51
14:21:16	all	3,40	0,00	2,64	0,13	0,00	93,83
14:21:17	all	4,53	0,00	2,14	0,00	0,00	93,33
14:21:18	all	5,30	0,00	2,65	0,00	0,00	92,05
14:21:19	all	3,19	0,00	1,53	0,00	0,00	95,28
14:21:20	all	4,77	0,00	3,77	0,25	0,00	91,21
14:21:21	all	3,29	0,00	1,65	0,00	0,00	95,06
14:21:22	all	4,65	0,00	3,27	0,00	0,00	92,08
14:21:23	all	4,41	0,00	2,02	0,13	0,00	93,44
14:21:24	all	4,70	0,00	2,79	0,00	0,00	92,51
14:21:25	all	3,17	0,00	2,66	0,51	0,00	93,65
14:21:26	all	4,33	0,00	1,66	0,00	0,00	94,01
14:21:27	all	4,91	0,00	2,90	0,00	0,00	92,19
14:21:28	all	2,54	0,00	1,91	0,00	0,00	95,55
14:21:29	all	4,77	0,00	3,14	0,13	0,00	91,96
14:21:30	all	2,67	0,00	1,91	0,25	0,00	95,17
14:21:31	all	4,30	0,00	2,78	0,00	0,00	92,92
14:21:32	all	2,54	0,00	1,52	0,00	0,00	95,93
14:21:33	all	4,69	0,00	2,66	0,25	0,00	92,40
14:21:34	all	3,16	0,00	2,91	0,00	0,00	93,93
14:21:35	all	4,31	0,00	1,65	0,25	0,00	93,78
14:21:36	all	5,42	0,00	2,39	0,00	0,00	92,19
14:21:37	all	2,95	0,00	1,15	0,00	0,00	95,90
14:21:38	all	4,67	0,00	3,03	0,13	0,00	92,18
14:21:39	all	2,55	0,00	1,78	0,00	0,00	95,67
14:21:40	all	5,55	0,00	2,65	0,13	0,00	91,68
14:21:41	all	2,92	0,00	1,77	0,00	0,00	95,31
14:21:42	all	5,06	0,00	2,53	0,00	0,00	92,41
14:21:43	all	3,05	0,00	2,93	0,13	0,00	93,89
14:21:44	all	5,28	0,00	1,89	0,00	0,00	92,83
14:21:45	all	4,67	0,00	3,03	0,51	0,00	91,79
14:21:46	all	2,04	0,00	1,78	0,00	0,00	96,18
14:21:47	all	4,57	0,00	2,54	0,00	0,00	92,89
14:21:48	all	2,78	0,00	2,40	0,00	0,00	94,82
14:21:49	all	4,44	0,00	2,79	0,13	0,00	92,64
14:21:50	all	2,30	0,00	1,53	0,13	0,00	96,04
14:21:51	all	4,81	0,00	2,78	0,13	0,00	92,28
14:21:52	all	2,80	0,00	2,80	0,00	0,00	94,41
14:21:53	all	4,44	0,00	1,90	0,00	0,00	93,66
14:21:54	all	4,20	0,00	2,42	0,00	0,00	93,38
14:21:55	all	3,30	0,00	1,52	0,25	0,00	94,93
14:21:56	all	4,66	0,00	3,27	0,00	0,00	92,07
14:21:57	all	2,92	0,00	1,90	0,00	0,00	95,18
14:21:58	all	4,82	0,00	2,66	0,00	0,00	92,52
14:21:59	all	2,90	0,00	2,27	0,00	0,00	94,84
14:22:00	all	5,05	0,00	2,78	0,38	0,00	91,79
14:22:01	all	3,15	0,00	2,90	0,13	0,00	93,82
14:22:02	all	4,77	0,00	2,38	0,00	0,00	92,85
14:22:03	all	4,77	0,00	3,26	0,00	0,00	91,97
14:22:04	all	2,92	0,00	1,27	0,13	0,00	95,69
14:22:05	all	4,69	0,00	2,79	0,25	0,00	92,27
14:22:06	all	2,30	0,00	1,66	0,00	0,00	96,05
14:22:07	all	4,33	0,00	2,80	0,00	0,00	92,88
14:22:08	all	3,40	0,00	1,89	0,13	0,00	94,58
14:22:09	all	5,16	0,00	2,90	0,00	0,00	91,94
14:22:10	all	3,55	0,00	3,04	0,25	0,00	93,16
14:22:11	all	5,04	0,00	1,89	0,00	0,00	93,06
14:22:12	all	4,04	0,00	3,15	0,13	0,00	92,69
14:22:13	all	3,04	0,00	1,77	0,13	0,00	95,06
14:22:14	all	5,28	0,00	3,02	0,13	0,00	91,57
14:22:15	all	2,90	0,00	2,02	0,13	0,00	94,95
14:22:16	all	3,93	0,00	2,92	0,13	0,00	93,03
14:22:17	all	3,03	0,00	1,77	0,00	0,00	95,20
14:22:18	all	5,16	0,00	3,27	0,00	0,00	91,56
14:22:19	all	2,28	0,00	3,16	0,13	0,00	94,43
14:22:20	all	3,57	0,00	1,66	0,38	0,00	94,39
14:22:21	all	4,43	0,00	2,78	0,00	0,00	92,78
14:22:22	all	2,66	0,00	2,03	0,00	0,00	95,32
14:22:23	all	4,70	0,00	2,80	0,00	0,00	92,50
14:22:24	all	2,79	0,00	1,77	0,00	0,00	95,44
14:22:25	all	5,06	0,00	2,78	0,38	0,00	91,78
14:22:26	all	2,29	0,00	2,16	0,00	0,00	95,55
14:22:27	all	4,55	0,00	2,40	0,00	0,00	93,05
14:22:28	all	3,04	0,00	2,66	0,13	0,00	94,17
14:22:29	all	4,17	0,00	1,89	0,00	0,00	93,94
14:22:30	all	4,54	0,00	2,65	0,25	0,00	92,56
14:22:31	all	2,54	0,00	1,65	0,00	0,00	95,81
14:22:32	all	4,70	0,00	2,66	0,13	0,00	92,51
14:22:33	all	2,04	0,00	2,04	0,00	0,00	95,91
14:22:34	all	4,68	0,00	3,16	0,00	0,00	92,16
14:22:35	all	2,28	0,00	2,03	0,38	0,00	95,31
14:22:36	all	4,56	0,00	2,53	0,00	0,00	92,91
14:22:37	all	3,16	0,00	2,90	0,00	0,00	93,94
14:22:38	all	4,05	0,00	2,02	0,13	0,00	93,81
14:22:39	all	5,04	0,00	2,77	0,00	0,00	92,18
14:22:40	all	2,93	0,00	1,27	0,38	0,00	95,41
14:22:41	all	4,32	0,00	2,92	0,00	0,00	92,76
14:22:42	all	2,80	0,00	1,52	0,13	0,00	95,55
14:22:43	all	4,68	0,00	2,78	0,00	0,00	92,53
14:22:44	all	2,04	0,00	1,66	0,00	0,00	96,30
14:22:45	all	3,93	0,00	2,66	0,38	0,00	93,02
14:22:46	all	2,67	0,00	2,67	0,00	0,00	94,66
14:22:47	all	4,43	0,00	1,90	0,00	0,00	93,67
14:22:48	all	6,68	0,00	2,39	0,00	0,00	90,93
14:22:49	all	2,80	0,00	1,40	0,13	0,00	95,68
14:22:50	all	5,31	0,00	2,53	0,25	0,00	91,91
14:22:51	all	2,92	0,00	1,78	0,00	0,00	95,30
14:22:52	all	4,30	0,00	2,91	0,00	0,00	92,79
14:22:53	all	2,80	0,00	1,78	0,00	0,00	95,41
14:22:54	all	4,65	0,00	3,39	0,00	0,00	91,96
14:22:55	all	3,16	0,00	2,90	0,51	0,00	93,43
14:22:56	all	4,35	0,00	1,54	0,00	0,00	94,11
14:22:57	all	4,45	0,00	2,67	0,00	0,00	92,88
14:22:58	all	3,15	0,00	1,89	0,00	0,00	94,96
14:22:59	all	5,47	0,00	2,80	0,00	0,00	91,73
14:23:00	all	2,80	0,00	1,91	0,38	0,00	94,92
14:23:01	all	4,18	0,00	2,91	0,00	0,00	92,91
14:23:02	all	3,18	0,00	1,02	0,00	0,00	95,80
14:23:03	all	5,18	0,00	2,53	0,13	0,00	92,16
14:23:04	all	2,42	0,00	2,93	0,00	0,00	94,65
14:23:05	all	4,65	0,00	2,01	0,25	0,00	93,08
14:23:06	all	4,52	0,00	4,02	0,00	0,00	91,47
14:23:07	all	2,92	0,00	1,65	0,00	0,00	95,43
14:23:08	all	5,28	0,00	3,02	0,13	0,00	91,58
14:23:09	all	2,77	0,00	2,64	0,00	0,00	94,58
14:23:10	all	4,70	0,00	2,41	0,25	0,00	92,64
14:23:11	all	3,17	0,00	1,65	0,13	0,00	95,05
14:23:12	all	5,28	0,00	3,14	0,00	0,00	91,57
14:23:13	all	3,54	0,00	3,16	0,00	0,00	93,29
14:23:14	all	4,19	0,00	1,52	0,00	0,00	94,29
14:23:15	all	5,18	0,00	2,65	0,38	0,00	91,78
14:23:16	all	2,78	0,00	1,90	0,00	0,00	95,32
14:23:17	all	4,55	0,00	2,78	0,00	0,00	92,68
14:23:18	all	3,06	0,00	1,53	0,00	0,00	95,41
14:23:19	all	5,16	0,00	2,77	0,00	0,00	92,08
14:23:20	all	2,66	0,00	1,77	0,25	0,00	95,32
14:23:21	all	4,91	0,00	3,02	0,00	0,00	92,07
14:23:22	all	3,68	0,00	2,79	0,00	0,00	93,54
14:23:23	all	4,80	0,00	1,64	0,00	0,00	93,56
14:23:24	all	4,57	0,00	2,54	0,00	0,00	92,89
14:23:25	all	2,54	0,00	2,03	0,25	0,00	95,17
14:23:26	all	4,18	0,00	3,04	0,00	0,00	92,78
14:23:27	all	2,43	0,00	1,41	0,00	0,00	96,16
14:23:28	all	5,53	0,00	2,64	0,00	0,00	91,82
14:23:29	all	2,53	0,00	1,77	0,00	0,00	95,69
14:23:30	all	4,70	0,00	2,54	0,38	0,00	92,38
14:23:31	all	3,30	0,00	2,41	0,00	0,00	94,30
14:23:32	all	4,32	0,00	1,40	0,00	0,00	94,28
14:23:33	all	4,39	0,00	3,76	0,13	0,00	91,72
14:23:34	all	2,04	0,00	1,91	0,00	0,00	96,05
14:23:35	all	5,17	0,00	2,65	0,38	0,00	91,80
14:23:36	all	3,03	0,00	1,77	0,13	0,00	95,08
14:23:37	all	5,17	0,00	2,65	0,00	0,00	92,18
14:23:38	all	2,28	0,00	2,65	0,00	0,00	95,07
14:23:39	all	4,70	0,00	2,41	0,00	0,00	92,88
14:23:40	all	2,78	0,00	2,90	0,25	0,00	94,07
14:23:41	all	3,94	0,00	1,91	0,00	0,00	94,16
14:23:42	all	6,20	0,00	3,04	0,00	0,00	90,76
14:23:43	all	3,42	0,00	2,28	0,00	0,00	94,30
14:23:44	all	4,92	0,00	3,28	0,13	0,00	91,67
14:23:45	all	3,55	0,00	1,65	0,00	0,00	94,80
14:23:46	all	5,73	0,00	2,67	0,00	0,00	91,60
14:23:47	all	2,41	0,00	2,28	0,00	0,00	95,32
14:23:48	all	8,70	0,00	3,23	0,12	0,00	87,95
14:23:49	all	3,41	0,00	3,79	0,00	0,00	92,80
14:23:50	all	6,27	0,00	2,13	0,38	0,00	91,23
14:23:51	all	4,53	0,00	3,40	0,00	0,00	92,07
14:23:52	all	2,53	0,00	2,03	0,00	0,00	95,44
14:23:53	all	4,68	0,00	2,91	0,00	0,00	92,41
14:23:54	all	3,03	0,00	2,14	0,00	0,00	94,83
14:23:55	all	5,96	0,00	2,54	0,13	0,00	91,37
14:23:56	all	2,91	0,00	1,77	0,13	0,00	95,20
14:23:57	all	5,46	0,00	10,67	0,00	0,00	83,86
14:23:58	all	1,25	0,00	0,75	0,00	0,00	97,99
14:23:59	all	0,63	0,00	0,25	0,00	0,00	99,12
14:24:00	all	1,38	0,00	0,38	0,38	0,00	97,86
14:24:01	all	2,94	0,00	0,64	0,00	0,00	96,41
14:24:02	all	2,02	0,00	0,50	0,00	0,00	97,48
14:24:03	all	2,88	0,00	1,25	0,00	0,00	95,87
14:24:04	all	2,38	0,00	0,63	0,00	0,00	97,00
