time,time (ms),queue,,time (s)
5555033846352,171975.743515,91,5383058102837,171.975743515
5555034701630,171976.598793,92,5383058102837,171.976598793
5555035584224,171977.481387,91,5383058102837,171.977481387
5555036363669,171978.260832,92,5383058102837,171.978260832
5555533950965,172475.848128,91,5383058102837,172.475848128
5555534653088,172476.550251,91,5383058102837,172.476550251
5556536089239,173477.986402,91,5383058102837,173.477986402
5556536777298,173478.674461,91,5383058102837,173.478674461
5556537283766,173479.180929,92,5383058102837,173.479180929
5556537909819,173479.806982,91,5383058102837,173.479806982
5556538614909,173480.512072,92,5383058102837,173.480512072
5556539606841,173481.504004,91,5383058102837,173.481504004
5556541174138,173483.071301,91,5383058102837,173.483071301
5556541761248,173483.658411,92,5383058102837,173.483658411
5557537892012,174479.789175,91,5383058102837,174.479789175
5557538611365,174480.508528,92,5383058102837,174.480508528
5558038786479,174980.683642,91,5383058102837,174.980683642
5558039691980,174981.589143,91,5383058102837,174.981589143
5558040656013,174982.553176,91,5383058102837,174.982553176
5559040816017,175982.71318,91,5383058102837,175.98271318
5559041921058,175983.818221,91,5383058102837,175.983818221
5559042969023,175984.866186,91,5383058102837,175.984866186
5559043614868,175985.512031,91,5383058102837,175.985512031
5559044044857,175985.94202,91,5383058102837,175.98594202
5561095475937,178037.3731,91,5383058102837,178.0373731
5561098000862,178039.898025,91,5383058102837,178.039898025
5561099154937,178041.0521,91,5383058102837,178.0410521
5561099700430,178041.597593,91,5383058102837,178.041597593
5561100332891,178042.230054,91,5383058102837,178.042230054
5561100999374,178042.896537,91,5383058102837,178.042896537
5561547275159,178489.172322,90,5383058102837,178.489172322
5561548170985,178490.068148,91,5383058102837,178.490068148
5561548724558,178490.621721,91,5383058102837,178.490621721
5561549309217,178491.20638,91,5383058102837,178.49120638
5561549892565,178491.789728,91,5383058102837,178.491789728
5561550432956,178492.330119,91,5383058102837,178.492330119
5561551258891,178493.156054,91,5383058102837,178.493156054
5561552504931,178494.402094,91,5383058102837,178.494402094
5561553051960,178494.949123,90,5383058102837,178.494949123
5561553595276,178495.492439,91,5383058102837,178.495492439
5561554198716,178496.095879,91,5383058102837,178.496095879
5562048757236,178990.654399,90,5383058102837,178.990654399
5566095474772,183037.371935,90,5383058102837,183.037371935
5566096302273,183038.199436,90,5383058102837,183.038199436
5566096896378,183038.793541,91,5383058102837,183.038793541
5566097646217,183039.54338,90,5383058102837,183.03954338
5566098498469,183040.395632,91,5383058102837,183.040395632
5566099495096,183041.392259,90,5383058102837,183.041392259
5566100126904,183042.024067,90,5383058102837,183.042024067
5566100723761,183042.620924,91,5383058102837,183.042620924
5566560737716,183502.634879,90,5383058102837,183.502634879
5566563040631,183504.937794,91,5383058102837,183.504937794
5567063081123,184004.978286,90,5383058102837,184.004978286
5567063817267,184005.71443,90,5383058102837,184.00571443
5567064391463,184006.288626,90,5383058102837,184.006288626
5568065176648,185007.073811,90,5383058102837,185.007073811
5568066120078,185008.017241,90,5383058102837,185.008017241
5568067087926,185008.985089,90,5383058102837,185.008985089
5568067898675,185009.795838,90,5383058102837,185.009795838
5568068387421,185010.284584,90,5383058102837,185.010284584
5571095563813,188037.460976,90,5383058102837,188.037460976
5572073153119,189015.050282,89,5383058102837,189.015050282
5572073886124,189015.783287,90,5383058102837,189.015783287
5572074640889,189016.538052,90,5383058102837,189.016538052
5572075401661,189017.298824,90,5383058102837,189.017298824
5572076044903,189017.942066,89,5383058102837,189.017942066
5572076488865,189018.386028,89,5383058102837,189.018386028
5572077098387,189018.99555,90,5383058102837,189.01899555
5572077713050,189019.610213,90,5383058102837,189.019610213
5572078351336,189020.248499,90,5383058102837,189.020248499
5572079038165,189020.935328,90,5383058102837,189.020935328
5573074999445,190016.896608,89,5383058102837,190.016896608
5573076047142,190017.944305,89,5383058102837,190.017944305
5573077077487,190018.97465,90,5383058102837,190.01897465
5573077785648,190019.682811,89,5383058102837,190.019682811
5573078249126,190020.146289,90,5383058102837,190.020146289
5573577327914,190519.225077,89,5383058102837,190.519225077
5573578021652,190519.918815,89,5383058102837,190.519918815
5576095481171,193037.378334,89,5383058102837,193.037378334
5576096790469,193038.687632,89,5383058102837,193.038687632
5576097862376,193039.759539,90,5383058102837,193.039759539
5576098967323,193040.864486,88,5383058102837,193.040864486
5576099824826,193041.721989,90,5383058102837,193.041721989
5576100749572,193042.646735,89,5383058102837,193.042646735
5576101872918,193043.770081,89,5383058102837,193.043770081
5576583630337,193525.5275,89,5383058102837,193.5255275
5576584320433,193526.217596,89,5383058102837,193.526217596
5576585093511,193526.990674,90,5383058102837,193.526990674
5576586142713,193528.039876,89,5383058102837,193.528039876
5576586747522,193528.644685,89,5383058102837,193.528644685
5576587279117,193529.17628,89,5383058102837,193.52917628
5577084651584,194026.548747,89,5383058102837,194.026548747
5577085285847,194027.18301,89,5383058102837,194.02718301
5577085941952,194027.839115,89,5383058102837,194.027839115
5577086668545,194028.565708,89,5383058102837,194.028565708
5577087527548,194029.424711,89,5383058102837,194.029424711
5581095553058,198037.450221,89,5383058102837,198.037450221
5581096817341,198038.714504,88,5383058102837,198.038714504
5581097451553,198039.348716,89,5383058102837,198.039348716
5581098091708,198039.988871,88,5383058102837,198.039988871
5581098688581,198040.585744,89,5383058102837,198.040585744
5581099322802,198041.219965,88,5383058102837,198.041219965
5581101196996,198043.094159,88,5383058102837,198.043094159
5581101873599,198043.770762,89,5383058102837,198.043770762
5581102455240,198044.352403,89,5383058102837,198.044352403
5581103105941,198045.003104,89,5383058102837,198.045003104
5581106144253,198048.041416,89,5383058102837,198.048041416
5582096086613,199037.983776,88,5383058102837,199.037983776
5582096677945,199038.575108,88,5383058102837,199.038575108
5582097256771,199039.153934,89,5383058102837,199.039153934
5582098015561,199039.912724,88,5383058102837,199.039912724
5582098785426,199040.682589,89,5383058102837,199.040682589
5582597999819,199539.896982,88,5383058102837,199.539896982
5582598879577,199540.77674,88,5383058102837,199.54077674
5586095509148,203037.406311,88,5383058102837,203.037406311
5586096725671,203038.622834,88,5383058102837,203.038622834
5586605413752,203547.310915,88,5383058102837,203.547310915
5586606310778,203548.207941,87,5383058102837,203.548207941
5587107072279,204048.969442,88,5383058102837,204.048969442
5587107691569,204049.588732,88,5383058102837,204.049588732
5587108259510,204050.156673,88,5383058102837,204.050156673
5587108801565,204050.698728,16,5383058102837,204.050698728
5587109571992,204051.469155,16,5383058102837,204.051469155
5587607521595,204549.418758,16,5383058102837,204.549418758
5587608481471,204550.378634,16,5383058102837,204.550378634
5587609592301,204551.489464,16,5383058102837,204.551489464
5587610343930,204552.241093,16,5383058102837,204.552241093
5587610936351,204552.833514,16,5383058102837,204.552833514
5588108800708,205050.697871,15,5383058102837,205.050697871
5588109738289,205051.635452,16,5383058102837,205.051635452
5588110715919,205052.613082,16,5383058102837,205.052613082
5589112022189,206053.919352,15,5383058102837,206.053919352
5591095629408,208037.526571,16,5383058102837,208.037526571
5591096872610,208038.769773,15,5383058102837,208.038769773
5591097421943,208039.319106,16,5383058102837,208.039319106
5591097947588,208039.844751,11,5383058102837,208.039844751
5591098552652,208040.449815,16,5383058102837,208.040449815
5591099168826,208041.065989,15,5383058102837,208.041065989
5591099850064,208041.747227,15,5383058102837,208.041747227
5591100685091,208042.582254,16,5383058102837,208.042582254
5591102166532,208044.063695,16,5383058102837,208.044063695
5591102760691,208044.657854,16,5383058102837,208.044657854
5591105392921,208047.290084,16,5383058102837,208.047290084
5591115998671,208057.895834,15,5383058102837,208.057895834
5591116950288,208058.847451,15,5383058102837,208.058847451
5591117737474,208059.634637,16,5383058102837,208.059634637
5591118802013,208060.699176,15,5383058102837,208.060699176
5591119452607,208061.34977,16,5383058102837,208.06134977
5591617691127,208559.58829,15,5383058102837,208.55958829
5591618569506,208560.466669,15,5383058102837,208.560466669
5596095583345,213037.480508,15,5383058102837,213.037480508
5596096674194,213038.571357,15,5383058102837,213.038571357
5596097265356,213039.162519,15,5383058102837,213.039162519
5596097811854,213039.709017,10,5383058102837,213.039709017
5596128871588,213070.768751,15,5383058102837,213.070768751
5596129381491,213071.278654,15,5383058102837,213.071278654
5596129907440,213071.804603,15,5383058102837,213.071804603
5596130472753,213072.369916,15,5383058102837,213.072369916
5596131207758,213073.104921,15,5383058102837,213.073104921
5596629878906,213571.776069,15,5383058102837,213.571776069
5596630503840,213572.401003,15,5383058102837,213.572401003
5596631242727,213573.13989,15,5383058102837,213.57313989
5596632190283,213574.087446,15,5383058102837,213.574087446
5596633188585,213575.085748,15,5383058102837,213.575085748
5597130781311,214072.678474,14,5383058102837,214.072678474
5597131564183,214073.461346,15,5383058102837,214.073461346
5597132129128,214074.026291,15,5383058102837,214.074026291
5598133230698,215075.127861,14,5383058102837,215.075127861
5601640148255,218582.045418,14,5383058102837,218.582045418
5601641200023,218583.097186,14,5383058102837,218.583097186
5601642259456,218584.156619,15,5383058102837,218.584156619
5601643227512,218585.124675,9,5383058102837,218.585124675
5601658836237,218600.7334,15,5383058102837,218.6007334
5601659622494,218601.519657,14,5383058102837,218.601519657
5601660304925,218602.202088,14,5383058102837,218.602202088
5601661016184,218602.913347,15,5383058102837,218.602913347
5602642413570,219584.310733,14,5383058102837,219.584310733
5602643451331,219585.348494,15,5383058102837,219.585348494
5603143461588,220085.358751,14,5383058102837,220.085358751
5603144111720,220086.008883,14,5383058102837,220.086008883
5603144791418,220086.688581,14,5383058102837,220.086688581
5604145459325,221087.356488,14,5383058102837,221.087356488
5604146089011,221087.986174,14,5383058102837,221.087986174
5604146627058,221088.524221,14,5383058102837,221.088524221
5604147629931,221089.527094,14,5383058102837,221.089527094
5604148663347,221090.56051,14,5383058102837,221.09056051
5606095455216,223037.352379,14,5383058102837,223.037352379
5606096205849,223038.103012,14,5383058102837,223.038103012
5606096740097,223038.63726,14,5383058102837,223.03863726
5606097297807,223039.19497,9,5383058102837,223.03919497
5606098120397,223040.01756,14,5383058102837,223.04001756
5606098639812,223040.536975,14,5383058102837,223.040536975
5606650192795,223592.089958,13,5383058102837,223.592089958
5606650837819,223592.734982,14,5383058102837,223.592734982
5606651396729,223593.293892,14,5383058102837,223.593293892
5606651989874,223593.887037,14,5383058102837,223.593887037
5606652685210,223594.582373,14,5383058102837,223.594582373
5606653403077,223595.30024,14,5383058102837,223.59530024
5606653970912,223595.868075,14,5383058102837,223.595868075
5606654502797,223596.39996,14,5383058102837,223.59639996
5606655074689,223596.971852,13,5383058102837,223.596971852
5606655932512,223597.829675,14,5383058102837,223.597829675
5606656963789,223598.860952,14,5383058102837,223.598860952
5607152179891,224094.077054,13,5383058102837,224.094077054
5611095506829,228037.403992,13,5383058102837,228.037403992
5611096280450,228038.177613,13,5383058102837,228.038177613
5611096665524,228038.562687,14,5383058102837,228.038562687
5611097176684,228039.073847,10,5383058102837,228.039073847
5611098453771,228040.350934,14,5383058102837,228.040350934
5611099420004,228041.317167,13,5383058102837,228.041317167
5611100506747,228042.40391,13,5383058102837,228.04240391
5611101660734,228043.557897,14,5383058102837,228.043557897
5611664506405,228606.403568,13,5383058102837,228.606403568
5611665209798,228607.106961,14,5383058102837,228.607106961
5612166376061,229108.273224,13,5383058102837,229.108273224
5612167539144,229109.436307,13,5383058102837,229.109436307
5612168214159,229110.111322,13,5383058102837,229.110111322
5613168570495,230110.467658,13,5383058102837,230.110467658
5613169623136,230111.520299,13,5383058102837,230.111520299
5613172304314,230114.201477,13,5383058102837,230.114201477
5613172906140,230114.803303,13,5383058102837,230.114803303
5613173502923,230115.400086,13,5383058102837,230.115400086
5616095567654,233037.464817,13,5383058102837,233.037464817
5616096600866,233038.498029,13,5383058102837,233.038498029
5616097292724,233039.189887,13,5383058102837,233.039189887
5616098439014,233040.336177,10,5383058102837,233.040336177
5616099554957,233041.45212,13,5383058102837,233.04145212
5616675770632,233617.667795,14,5383058102837,233.617667795
5616676524849,233618.422012,14,5383058102837,233.618422012
5616677388693,233619.285856,13,5383058102837,233.619285856
5616678482601,233620.379764,13,5383058102837,233.620379764
5616680414275,233622.311438,13,5383058102837,233.622311438
5616681469256,233623.366419,13,5383058102837,233.623366419
5616683336258,233625.233421,13,5383058102837,233.625233421
5617678947640,234620.844803,14,5383058102837,234.620844803
5617679767194,234621.664357,13,5383058102837,234.621664357
5617680330823,234622.227986,14,5383058102837,234.622227986
5617680923044,234622.820207,13,5383058102837,234.622820207
5618681203206,235623.100369,14,5383058102837,235.623100369
5618681943069,235623.840232,14,5383058102837,235.623840232
5621095523209,238037.420372,14,5383058102837,238.037420372
5621096592849,238038.490012,14,5383058102837,238.038490012
5621097127118,238039.024281,13,5383058102837,238.039024281
5621097686764,238039.583927,10,5383058102837,238.039583927
5621098409244,238040.306407,13,5383058102837,238.040306407
5621099210400,238041.107563,14,5383058102837,238.041107563
5621100327277,238042.22444,14,5383058102837,238.04222444
5621689958543,238631.855706,14,5383058102837,238.631855706
5621690648599,238632.545762,14,5383058102837,238.632545762
5621691159773,238633.056936,13,5383058102837,238.633056936
5621691732343,238633.629506,14,5383058102837,238.633629506
5621692610617,238634.50778,14,5383058102837,238.63450778
5621693197637,238635.0948,14,5383058102837,238.6350948
5622190106450,239132.003613,14,5383058102837,239.132003613
5622190817656,239132.714819,14,5383058102837,239.132714819
5622191590219,239133.487382,14,5383058102837,239.133487382
5622192435053,239134.332216,14,5383058102837,239.134332216
5622193335017,239135.23218,14,5383058102837,239.13523218
5626095659018,243037.556181,14,5383058102837,243.037556181
5626200377270,243142.274433,15,5383058102837,243.142274433
5626201030770,243142.927933,14,5383058102837,243.142927933
5626201636948,243143.534111,10,5383058102837,243.143534111
5626202453596,243144.350759,14,5383058102837,243.144350759
5626203286639,243145.183802,15,5383058102837,243.145183802
5626203947508,243145.844671,15,5383058102837,243.145844671
5626204506930,243146.404093,14,5383058102837,243.146404093
5626205079576,243146.976739,14,5383058102837,243.146976739
5626205606116,243147.503279,14,5383058102837,243.147503279
5626206452686,243148.349849,14,5383058102837,243.148349849
5627203402433,244145.299596,15,5383058102837,244.145299596
5627206609197,244148.50636,15,5383058102837,244.14850636
5627207943173,244149.840336,14,5383058102837,244.149840336
5627208963146,244150.860309,15,5383058102837,244.150860309
5627209490962,244151.388125,14,5383058102837,244.151388125
5627704243553,244646.140716,15,5383058102837,244.646140716
5627705147684,244647.044847,15,5383058102837,244.647044847
5631095626797,248037.52396,15,5383058102837,248.03752396
5631096625705,248038.522868,15,5383058102837,248.038522868
5631716915285,248658.812448,15,5383058102837,248.658812448
5631717721705,248659.618868,10,5383058102837,248.659618868
5632218303592,249160.200755,15,5383058102837,249.160200755
5632218825304,249160.722467,15,5383058102837,249.160722467
5632219376786,249161.273949,15,5383058102837,249.161273949
5632220074902,249161.972065,15,5383058102837,249.161972065
5632220759879,249162.657042,15,5383058102837,249.162657042
5632719321336,249661.218499,15,5383058102837,249.661218499
5632719899142,249661.796305,15,5383058102837,249.661796305
5632720466125,249662.363288,15,5383058102837,249.662363288
5632721035411,249662.932574,15,5383058102837,249.662932574
5632721603845,249663.501008,15,5383058102837,249.663501008
5633219999333,250161.896496,14,5383058102837,250.161896496
5633220630593,250162.527756,15,5383058102837,250.162527756
5633221145843,250163.043006,15,5383058102837,250.163043006
5634221980095,251163.877258,14,5383058102837,251.163877258
5636095539871,253037.437034,15,5383058102837,253.037437034
5636096927378,253038.824541,14,5383058102837,253.038824541
5636097473135,253039.370298,15,5383058102837,253.039370298
5636097910474,253039.807637,10,5383058102837,253.039807637
5636098423449,253040.320612,15,5383058102837,253.040320612
5636098976244,253040.873407,14,5383058102837,253.040873407
5636099656321,253041.553484,14,5383058102837,253.041553484
5636100394755,253042.291918,15,5383058102837,253.042291918
5636101309516,253043.206679,15,5383058102837,253.043206679
5636101912126,253043.809289,15,5383058102837,253.043809289
5636102421400,253044.318563,15,5383058102837,253.044318563
5636226934079,253168.831242,14,5383058102837,253.168831242
5636227809325,253169.706488,14,5383058102837,253.169706488
5636228252587,253170.14975,15,5383058102837,253.17014975
5636228708687,253170.60585,14,5383058102837,253.17060585
5636229193947,253171.09111,15,5383058102837,253.17109111
5636727016160,253668.913323,14,5383058102837,253.668913323
5636728766818,253670.663981,14,5383058102837,253.670663981
5641095560580,258037.457743,14,5383058102837,258.037457743
5641096491007,258038.38817,14,5383058102837,258.03838817
5641096995221,258038.892384,14,5383058102837,258.038892384
5641097421447,258039.31861,10,5383058102837,258.03931861
5641237799290,258179.696453,14,5383058102837,258.179696453
5641238355341,258180.252504,14,5383058102837,258.180252504
5641238907326,258180.804489,14,5383058102837,258.180804489
5641239540657,258181.43782,14,5383058102837,258.18143782
5641240069704,258181.966867,14,5383058102837,258.181966867
5641739453990,258681.351153,14,5383058102837,258.681351153
5641740551815,258682.448978,14,5383058102837,258.682448978
5641741105866,258683.003029,14,5383058102837,258.683003029
5641741618991,258683.516154,14,5383058102837,258.683516154
5641742225823,258684.122986,14,5383058102837,258.684122986
5642240026634,259181.923797,13,5383058102837,259.181923797
5642240617666,259182.514829,14,5383058102837,259.182514829
5642241064599,259182.961762,14,5383058102837,259.182961762
5643241969010,260183.866173,13,5383058102837,260.183866173
5646748289750,263690.186913,13,5383058102837,263.690186913
5646748886485,263690.783648,13,5383058102837,263.690783648
5646749450202,263691.347365,14,5383058102837,263.691347365
5646749985357,263691.88252,10,5383058102837,263.69188252
5646750434389,263692.331552,14,5383058102837,263.692331552
5646751073115,263692.970278,13,5383058102837,263.692970278
5646751900039,263693.797202,13,5383058102837,263.693797202
5646752395173,263694.292336,14,5383058102837,263.694292336
5647749850799,264691.747962,13,5383058102837,264.691747962
5647750268653,264692.165816,14,5383058102837,264.692165816
5648250917541,265192.814704,13,5383058102837,265.192814704
5648251444111,265193.341274,13,5383058102837,265.193341274
5648251846474,265193.743637,13,5383058102837,265.193743637
5649252377965,266194.275128,13,5383058102837,266.194275128
5649253022378,266194.919541,13,5383058102837,266.194919541
5649253570582,266195.467745,13,5383058102837,266.195467745
5649254156312,266196.053475,13,5383058102837,266.196053475
5649255091561,266196.988724,13,5383058102837,266.196988724
5651095564764,268037.461927,13,5383058102837,268.037461927
5651096385801,268038.282964,13,5383058102837,268.038282964
5651096806543,268038.703706,13,5383058102837,268.038703706
5651097211539,268039.108702,10,5383058102837,268.039108702
5651097711017,268039.60818,13,5383058102837,268.03960818
5651098172078,268040.069241,13,5383058102837,268.040069241
5651756920558,268698.817721,14,5383058102837,268.698817721
5651757471921,268699.369084,13,5383058102837,268.699369084
5651757972789,268699.869952,13,5383058102837,268.699869952
5651758528031,268700.425194,13,5383058102837,268.700425194
5651759025994,268700.923157,13,5383058102837,268.700923157
5651759928708,268701.825871,13,5383058102837,268.701825871
5651760626888,268702.524051,13,5383058102837,268.702524051
5651761045106,268702.942269,13,5383058102837,268.702942269
5651761574887,268703.47205,14,5383058102837,268.70347205
5651762070959,268703.968122,13,5383058102837,268.703968122
5651762631417,268704.52858,13,5383058102837,268.70452858
5652257482784,269199.379947,14,5383058102837,269.199379947
5656095495772,273037.392935,14,5383058102837,273.037392935
5656096818626,273038.715789,14,5383058102837,273.038715789
5656097813162,273039.710325,13,5383058102837,273.039710325
5656098347094,273040.244257,10,5383058102837,273.040244257
5656098802589,273040.699752,13,5383058102837,273.040699752
5656099330918,273041.228081,14,5383058102837,273.041228081
5656099851109,273041.748272,14,5383058102837,273.041748272
5656100556999,273042.454162,13,5383058102837,273.042454162
5656782321685,273724.218848,14,5383058102837,273.724218848
5656783056382,273724.953545,13,5383058102837,273.724953545
5657283214400,274225.111563,14,5383058102837,274.225111563
5657284060442,274225.957605,14,5383058102837,274.225957605
5657284852930,274226.750093,14,5383058102837,274.226750093
5658286012574,275227.909737,14,5383058102837,275.227909737
5658287243121,275229.140284,14,5383058102837,275.229140284
5658287745052,275229.642215,14,5383058102837,275.229642215
5658288187587,275230.08475,14,5383058102837,275.23008475
5658288667667,275230.56483,14,5383058102837,275.23056483
5661095485039,278037.382202,14,5383058102837,278.037382202
5661096426332,278038.323495,14,5383058102837,278.038323495
5661097036293,278038.933456,14,5383058102837,278.038933456
5661097778038,278039.675201,10,5383058102837,278.039675201
5661098639270,278040.536433,14,5383058102837,278.040536433
5661791882041,278733.779204,15,5383058102837,278.733779204
5661792309165,278734.206328,15,5383058102837,278.734206328
5661792713447,278734.61061,14,5383058102837,278.73461061
5661793071235,278734.968398,14,5383058102837,278.734968398
5661793519104,278735.416267,14,5383058102837,278.735416267
5661793905671,278735.802834,14,5383058102837,278.735802834
5661794861474,278736.758637,14,5383058102837,278.736758637
5662793315902,279735.213065,15,5383058102837,279.735213065
5662794418890,279736.316053,14,5383058102837,279.736316053
5662795351652,279737.248815,15,5383058102837,279.737248815
5662795937115,279737.834278,14,5383058102837,279.737834278
5663795584792,280737.481955,15,5383058102837,280.737481955
5663796467206,280738.364369,15,5383058102837,280.738364369
5666095609476,283037.506639,15,5383058102837,283.037506639
5666097317403,283039.214566,15,5383058102837,283.039214566
5666097815282,283039.712445,14,5383058102837,283.039712445
5666098320485,283040.217648,10,5383058102837,283.040217648
5666098808399,283040.705562,14,5383058102837,283.040705562
5666099365770,283041.262933,15,5383058102837,283.041262933
5666100034251,283041.931414,15,5383058102837,283.041931414
5666802911934,283744.809097,15,5383058102837,283.744809097
5666803404471,283745.301634,15,5383058102837,283.745301634
5666803879165,283745.776328,14,5383058102837,283.745776328
5666804672681,283746.569844,15,5383058102837,283.746569844
5666805512714,283747.409877,15,5383058102837,283.747409877
5666806529734,283748.426897,15,5383058102837,283.748426897
5667303509380,284245.406543,15,5383058102837,284.245406543
5667304139226,284246.036389,15,5383058102837,284.246036389
5667304799725,284246.696888,15,5383058102837,284.246696888
5667305382037,284247.2792,15,5383058102837,284.2472792
5667306155885,284248.053048,15,5383058102837,284.248053048
5671095746733,288037.643896,15,5383058102837,288.037643896
5671312291527,288254.18869,14,5383058102837,288.25418869
5671312798203,288254.695366,15,5383058102837,288.254695366
5671313303655,288255.200818,10,5383058102837,288.255200818
5671313740344,288255.637507,15,5383058102837,288.255637507
5671314270490,288256.167653,14,5383058102837,288.256167653
5671314884598,288256.781761,14,5383058102837,288.256781761
5671315740141,288257.637304,15,5383058102837,288.257637304
5671316343330,288258.240493,15,5383058102837,288.258240493
5671316780818,288258.677981,15,5383058102837,288.258677981
5671317275094,288259.172257,15,5383058102837,288.259172257
5672315446286,289257.343449,14,5383058102837,289.257343449
5672316068577,289257.96574,14,5383058102837,289.25796574
5672316562506,289258.459669,15,5383058102837,289.258459669
5672316959560,289258.856723,14,5383058102837,289.258856723
5672317486663,289259.383826,15,5383058102837,289.259383826
5672816693015,289758.590178,14,5383058102837,289.758590178
5672817408698,289759.305861,14,5383058102837,289.759305861
5676095608233,293037.505396,14,5383058102837,293.037505396
5676097293549,293039.190712,14,5383058102837,293.039190712
5676827652307,293769.54947,14,5383058102837,293.76954947
5676828578496,293770.475659,10,5383058102837,293.770475659
5677328029293,294269.926456,14,5383058102837,294.269926456
5677328521222,294270.418385,14,5383058102837,294.270418385
5677329029861,294270.927024,14,5383058102837,294.270927024
5677331813344,294273.710507,14,5383058102837,294.273710507
5677332580100,294274.477263,14,5383058102837,294.274477263
5677830029435,294771.926598,14,5383058102837,294.771926598
5677831031953,294772.929116,14,5383058102837,294.772929116
5677831957651,294773.854814,14,5383058102837,294.773854814
5677832884798,294774.781961,14,5383058102837,294.774781961
5677833482214,294775.379377,14,5383058102837,294.775379377
5678330591787,295272.48895,15,5383058102837,295.27248895
5678331411535,295273.308698,14,5383058102837,295.273308698
5678331895290,295273.792453,14,5383058102837,295.273792453
5679331554791,296273.451954,24,5383058102837,296.273451954
5681095487849,298037.385012,24,5383058102837,298.037385012
5681096223685,298038.120848,24,5383058102837,298.038120848
5681096880648,298038.777811,24,5383058102837,298.038777811
5681097787696,298039.684859,19,5383058102837,298.039684859
5681098509666,298040.406829,24,5383058102837,298.040406829
5681099005735,298040.902898,24,5383058102837,298.040902898
5681099344426,298041.241589,24,5383058102837,298.041241589
5681099655245,298041.552408,24,5383058102837,298.041552408
5681100094793,298041.991956,24,5383058102837,298.041991956
5681100598116,298042.495279,24,5383058102837,298.042495279
5681101205238,298043.102401,24,5383058102837,298.043102401
5681102145477,298044.04264,24,5383058102837,298.04404264
5681103054582,298044.951745,24,5383058102837,298.044951745
5681103856112,298045.753275,24,5383058102837,298.045753275
5681104446967,298046.34413,24,5383058102837,298.04634413
5681105259430,298047.156593,24,5383058102837,298.047156593
5681105896255,298047.793418,24,5383058102837,298.047793418
5681106534765,298048.431928,24,5383058102837,298.048431928
5681106538023,298048.435186,7,5383058102837,298.048435186
5681106539233,298048.436396,0,5383058102837,298.048436396
